Numero de documentos del corpus:4654
Numero de palabras del corpus:67361
Palabra:_ Frec:271 LogProb:-8.333665104591756
Palabra:trace Frec:2 LogProb:-14.836165445120939
Palabra:track Frec:5 LogProb:-13.836165445120939
Palabra:tracking Frec:5 LogProb:-13.836165445120939
Palabra:tracks Frec:6 LogProb:-13.61377302378449
Palabra:tractor Frec:3 LogProb:-14.421127945842095
Palabra:trade Frec:1 LogProb:-15.421127945842095
Palabra:tradery Frec:1 LogProb:-15.421127945842095
Palabra:traditional Frec:3 LogProb:-14.421127945842095
Palabra:traditionalist Frec:1 LogProb:-15.421127945842095
Palabra:traffic Frec:25 LogProb:-11.720688227701002
Palabra:trafficalert Frec:1 LogProb:-15.421127945842095
Palabra:trafficnetwork Frec:1 LogProb:-15.421127945842095
Palabra:trafford Frec:4 LogProb:-14.099199850954733
Palabra:tragedy Frec:33 LogProb:-11.333665104591756
Palabra:tragic Frec:3 LogProb:-14.421127945842095
Palabra:trailer Frec:2 LogProb:-14.836165445120939
Palabra:trailers Frec:1 LogProb:-15.421127945842095
Palabra:trailheads Frec:1 LogProb:-15.421127945842095
Palabra:train Frec:107 LogProb:-9.666240443678626
Palabra:trained Frec:2 LogProb:-14.836165445120939
Palabra:trainees Frec:1 LogProb:-15.421127945842095
Palabra:training Frec:12 LogProb:-12.720688227701002
Palabra:trains Frec:23 LogProb:-11.836165445120939
Palabra:traintragedy Frec:1 LogProb:-15.421127945842095
Palabra:traintuesday Frec:1 LogProb:-15.421127945842095
Palabra:traitor Frec:1 LogProb:-15.421127945842095
Palabra:tram Frec:10 LogProb:-12.961696327204796
Palabra:trama Frec:1 LogProb:-15.421127945842095
Palabra:trampling Frec:1 LogProb:-15.421127945842095
Palabra:transfer Frec:4 LogProb:-14.099199850954733
Palabra:transformation Frec:1 LogProb:-15.421127945842095
Palabra:transgender Frec:2 LogProb:-14.836165445120939
Palabra:transit Frec:3 LogProb:-14.421127945842095
Palabra:transmission Frec:2 LogProb:-14.836165445120939
Palabra:transplantee Frec:1 LogProb:-15.421127945842095
Palabra:transport Frec:23 LogProb:-11.836165445120939
Palabra:transportation Frec:1 LogProb:-15.421127945842095
Palabra:transporting Frec:2 LogProb:-14.836165445120939
Palabra:trap Frec:1 LogProb:-15.421127945842095
Palabra:trapped Frec:23 LogProb:-11.836165445120939
Palabra:trash Frec:3 LogProb:-14.421127945842095
Palabra:trashcans Frec:1 LogProb:-15.421127945842095
Palabra:trauma Frec:20 LogProb:-12.028810523063335
Palabra:traumatised Frec:8 LogProb:-13.251202944399783
Palabra:travel Frec:8 LogProb:-13.251202944399783
Palabra:traveling Frec:1 LogProb:-15.421127945842095
Palabra:travelled Frec:1 LogProb:-15.421127945842095
Palabra:travellers Frec:1 LogProb:-15.421127945842095
Palabra:travelling Frec:2 LogProb:-14.836165445120939
Palabra:traverse Frec:2 LogProb:-14.836165445120939
Palabra:travis Frec:3 LogProb:-14.421127945842095
Palabra:tre Frec:1 LogProb:-15.421127945842095
Palabra:treasures Frec:1 LogProb:-15.421127945842095
Palabra:treat Frec:3 LogProb:-14.421127945842095
Palabra:treated Frec:2 LogProb:-14.836165445120939
Palabra:treating Frec:1 LogProb:-15.421127945842095
Palabra:treatment Frec:4 LogProb:-14.099199850954733
Palabra:treaty Frec:1 LogProb:-15.421127945842095
Palabra:treblinka Frec:1 LogProb:-15.421127945842095
Palabra:tree Frec:14 LogProb:-12.514237350233577
Palabra:treeporn Frec:2 LogProb:-14.836165445120939
Palabra:trees Frec:11 LogProb:-12.836165445120939
Palabra:trek Frec:1 LogProb:-15.421127945842095
Palabra:trekkers Frec:2 LogProb:-14.836165445120939
Palabra:tremor Frec:3 LogProb:-14.421127945842095
Palabra:trench Frec:35 LogProb:-11.251202944399783
Palabra:trend Frec:1 LogProb:-15.421127945842095
Palabra:trending Frec:2 LogProb:-14.836165445120939
Palabra:trent Frec:11 LogProb:-12.836165445120939
Palabra:treny Frec:1 LogProb:-15.421127945842095
Palabra:trfc Frec:9 LogProb:-13.099199850954733
Palabra:triad Frec:1 LogProb:-15.421127945842095
Palabra:trial Frec:3 LogProb:-14.421127945842095
Palabra:trials Frec:2 LogProb:-14.836165445120939
Palabra:triangle Frec:2 LogProb:-14.836165445120939
Palabra:trib Frec:1 LogProb:-15.421127945842095
Palabra:tribal Frec:3 LogProb:-14.421127945842095
Palabra:tribe Frec:1 LogProb:-15.421127945842095
Palabra:tribune Frec:4 LogProb:-14.099199850954733
Palabra:tribute Frec:2 LogProb:-14.836165445120939
Palabra:trickier Frec:1 LogProb:-15.421127945842095
Palabra:tricky Frec:1 LogProb:-15.421127945842095
Palabra:tricycle Frec:1 LogProb:-15.421127945842095
Palabra:tried Frec:6 LogProb:-13.61377302378449
Palabra:trigger Frec:1 LogProb:-15.421127945842095
Palabra:triggered Frec:6 LogProb:-13.61377302378449
Palabra:trillion Frec:2 LogProb:-14.836165445120939
Palabra:trim Frec:2 LogProb:-14.836165445120939
Palabra:trinity Frec:1 LogProb:-15.421127945842095
Palabra:trip Frec:2 LogProb:-14.836165445120939
Palabra:triple Frec:8 LogProb:-13.251202944399783
Palabra:tripoli Frec:1 LogProb:-15.421127945842095
Palabra:troll Frec:1 LogProb:-15.421127945842095
Palabra:trolley Frec:5 LogProb:-13.836165445120939
Palabra:trolleys Frec:1 LogProb:-15.421127945842095
Palabra:troops Frec:9 LogProb:-13.099199850954733
Palabra:trophy Frec:1 LogProb:-15.421127945842095
Palabra:tropical Frec:8 LogProb:-13.251202944399783
Palabra:tropicalupdate Frec:1 LogProb:-15.421127945842095
Palabra:tropicalweather Frec:1 LogProb:-15.421127945842095
Palabra:trouble Frec:8 LogProb:-13.251202944399783
Palabra:troubling Frec:2 LogProb:-14.836165445120939
Palabra:troy Frec:1 LogProb:-15.421127945842095
Palabra:truck Frec:48 LogProb:-10.806418101726887
Palabra:truckcrash Frec:1 LogProb:-15.421127945842095
Palabra:trucking Frec:1 LogProb:-15.421127945842095
Palabra:truckload Frec:1 LogProb:-15.421127945842095
Palabra:trucks Frec:4 LogProb:-14.099199850954733
Palabra:trudg Frec:1 LogProb:-15.421127945842095
Palabra:true Frec:12 LogProb:-12.720688227701002
Palabra:trueheroes Frec:2 LogProb:-14.836165445120939
Palabra:truly Frec:4 LogProb:-14.099199850954733
Palabra:trump Frec:5 LogProb:-13.836165445120939
Palabra:trunk Frec:1 LogProb:-15.421127945842095
Palabra:trust Frec:4 LogProb:-14.099199850954733
Palabra:trusted Frec:1 LogProb:-15.421127945842095
Palabra:trusting Frec:1 LogProb:-15.421127945842095
Palabra:trustory Frec:1 LogProb:-15.421127945842095
Palabra:trusty Frec:2 LogProb:-14.836165445120939
Palabra:truth Frec:10 LogProb:-12.961696327204796
Palabra:truthfrequencyradio Frec:1 LogProb:-15.421127945842095
Palabra:try Frec:6 LogProb:-13.61377302378449
Palabra:tryin Frec:1 LogProb:-15.421127945842095
Palabra:trying Frec:13 LogProb:-12.613773023784493
Palabra:tryouts Frec:1 LogProb:-15.421127945842095
Palabra:trz Frec:1 LogProb:-15.421127945842095
Palabra:tsa Frec:1 LogProb:-15.421127945842095
Palabra:tsunami Frec:20 LogProb:-12.028810523063335
Palabra:tsutomi Frec:1 LogProb:-15.421127945842095
Palabra:ttdvjwe Frec:1 LogProb:-15.421127945842095
Palabra:ttes Frec:2 LogProb:-14.836165445120939
Palabra:ttw Frec:1 LogProb:-15.421127945842095
Palabra:tu Frec:1 LogProb:-15.421127945842095
Palabra:tub Frec:1 LogProb:-15.421127945842095
Palabra:tube Frec:5 LogProb:-13.836165445120939
Palabra:tubestrike Frec:2 LogProb:-14.836165445120939
Palabra:tubnwh Frec:1 LogProb:-15.421127945842095
Palabra:tucson Frec:2 LogProb:-14.836165445120939
Palabra:tuesday Frec:5 LogProb:-13.836165445120939
Palabra:tui Frec:1 LogProb:-15.421127945842095
Palabra:tumbles Frec:1 LogProb:-15.421127945842095
Palabra:tumblr Frec:1 LogProb:-15.421127945842095
Palabra:tune Frec:1 LogProb:-15.421127945842095
Palabra:tuned Frec:3 LogProb:-14.421127945842095
Palabra:tunis Frec:1 LogProb:-15.421127945842095
Palabra:tunisia Frec:2 LogProb:-14.836165445120939
Palabra:tunisian Frec:1 LogProb:-15.421127945842095
Palabra:tunnel Frec:3 LogProb:-14.421127945842095
Palabra:turbine Frec:1 LogProb:-15.421127945842095
Palabra:turdnado Frec:1 LogProb:-15.421127945842095
Palabra:turkey Frec:44 LogProb:-10.92927484951242
Palabra:turkish Frec:10 LogProb:-12.961696327204796
Palabra:turkmen Frec:2 LogProb:-14.836165445120939
Palabra:turn Frec:6 LogProb:-13.61377302378449
Palabra:turned Frec:6 LogProb:-13.61377302378449
Palabra:turning Frec:2 LogProb:-14.836165445120939
Palabra:turnpike Frec:5 LogProb:-13.836165445120939
Palabra:tutor Frec:1 LogProb:-15.421127945842095
Palabra:tutu Frec:1 LogProb:-15.421127945842095
Palabra:tuw Frec:1 LogProb:-15.421127945842095
Palabra:tv Frec:9 LogProb:-13.099199850954733
Palabra:tvjnews Frec:1 LogProb:-15.421127945842095
Palabra:tvm Frec:1 LogProb:-15.421127945842095
Palabra:twbzt Frec:1 LogProb:-15.421127945842095
Palabra:twcnews Frec:1 LogProb:-15.421127945842095
Palabra:twcnewsclt Frec:1 LogProb:-15.421127945842095
Palabra:tween Frec:1 LogProb:-15.421127945842095
Palabra:tweet Frec:5 LogProb:-13.836165445120939
Palabra:tweeting Frec:1 LogProb:-15.421127945842095
Palabra:tweetlikeitsseptember Frec:2 LogProb:-14.836165445120939
Palabra:tweetlikekez Frec:1 LogProb:-15.421127945842095
Palabra:tweets Frec:2 LogProb:-14.836165445120939
Palabra:twelve Frec:16 LogProb:-12.333665104591756
Palabra:twentynine Frec:2 LogProb:-14.836165445120939
Palabra:twi Frec:1 LogProb:-15.421127945842095
Palabra:twia Frec:2 LogProb:-14.836165445120939
Palabra:twice Frec:2 LogProb:-14.836165445120939
Palabra:twill Frec:2 LogProb:-14.836165445120939
Palabra:twimbos Frec:1 LogProb:-15.421127945842095
Palabra:twin Frec:5 LogProb:-13.836165445120939
Palabra:twister Frec:7 LogProb:-13.421127945842096
Palabra:twit_san_diego Frec:1 LogProb:-15.421127945842095
Palabra:twitter Frec:12 LogProb:-12.720688227701002
Palabra:two Frec:96 LogProb:-9.821215103654968
Palabra:twoc Frec:1 LogProb:-15.421127945842095
Palabra:twon Frec:1 LogProb:-15.421127945842095
Palabra:twp Frec:1 LogProb:-15.421127945842095
Palabra:twx Frec:1 LogProb:-15.421127945842095
Palabra:twymjlv Frec:1 LogProb:-15.421127945842095
Palabra:tx Frec:2 LogProb:-14.836165445120939
Palabra:txfch Frec:1 LogProb:-15.421127945842095
Palabra:ty Frec:2 LogProb:-14.836165445120939
Palabra:tyar Frec:1 LogProb:-15.421127945842095
Palabra:tying Frec:1 LogProb:-15.421127945842095
Palabra:tymh Frec:1 LogProb:-15.421127945842095
Palabra:type Frec:2 LogProb:-14.836165445120939
Palabra:typhoon Frec:71 LogProb:-10.251202944399783
Palabra:tyrant Frec:1 LogProb:-15.421127945842095
Palabra:tyre Frec:3 LogProb:-14.421127945842095
Palabra:tysta Frec:1 LogProb:-15.421127945842095
Palabra:tyt Frec:1 LogProb:-15.421127945842095
Palabra:tytz Frec:1 LogProb:-15.421127945842095
Palabra:tywuzqm Frec:1 LogProb:-15.421127945842095
Palabra:tz Frec:1 LogProb:-15.421127945842095
Palabra:tzgte Frec:1 LogProb:-15.421127945842095
Palabra:tzh Frec:1 LogProb:-15.421127945842095
Palabra:tzj Frec:1 LogProb:-15.421127945842095
Palabra:tznp Frec:1 LogProb:-15.421127945842095
Palabra:tzu Frec:1 LogProb:-15.421127945842095
Palabra:u Frec:108 LogProb:-9.65294362106517
Palabra:ua Frec:1 LogProb:-15.421127945842095
Palabra:uae Frec:1 LogProb:-15.421127945842095
Palabra:uannz Frec:1 LogProb:-15.421127945842095
Palabra:ub Frec:4 LogProb:-14.099199850954733
Palabra:ubaxo Frec:1 LogProb:-15.421127945842095
Palabra:uber Frec:1 LogProb:-15.421127945842095
Palabra:ublogeurope Frec:1 LogProb:-15.421127945842095
Palabra:ubqv Frec:1 LogProb:-15.421127945842095
Palabra:ubsy Frec:1 LogProb:-15.421127945842095
Palabra:ucy Frec:1 LogProb:-15.421127945842095
Palabra:ud Frec:3 LogProb:-14.421127945842095
Palabra:udd Frec:1 LogProb:-15.421127945842095
Palabra:udhampur Frec:20 LogProb:-12.028810523063335
Palabra:udhampuragain Frec:1 LogProb:-15.421127945842095
Palabra:udilrea Frec:1 LogProb:-15.421127945842095
Palabra:udsxacq Frec:1 LogProb:-15.421127945842095
Palabra:ue Frec:2 LogProb:-14.836165445120939
Palabra:uegf Frec:1 LogProb:-15.421127945842095
Palabra:uf Frec:2 LogProb:-14.836165445120939
Palabra:ufeibala Frec:1 LogProb:-15.421127945842095
Palabra:ufn Frec:1 LogProb:-15.421127945842095
Palabra:ufo Frec:1 LogProb:-15.421127945842095
Palabra:ufp Frec:1 LogProb:-15.421127945842095
Palabra:ug Frec:1 LogProb:-15.421127945842095
Palabra:uganda Frec:5 LogProb:-13.836165445120939
Palabra:ugh Frec:1 LogProb:-15.421127945842095
Palabra:ughv Frec:1 LogProb:-15.421127945842095
Palabra:ugliness Frec:1 LogProb:-15.421127945842095
Palabra:ugly Frec:2 LogProb:-14.836165445120939
Palabra:uglypeople Frec:1 LogProb:-15.421127945842095
Palabra:ugus Frec:1 LogProb:-15.421127945842095
Palabra:uh Frec:1 LogProb:-15.421127945842095
Palabra:uhey Frec:1 LogProb:-15.421127945842095
Palabra:uheyfdo Frec:1 LogProb:-15.421127945842095
Palabra:uiko Frec:1 LogProb:-15.421127945842095
Palabra:uj Frec:1 LogProb:-15.421127945842095
Palabra:ujfs Frec:1 LogProb:-15.421127945842095
Palabra:ujlfcv Frec:1 LogProb:-15.421127945842095
Palabra:ujlhc Frec:1 LogProb:-15.421127945842095
Palabra:ujs Frec:1 LogProb:-15.421127945842095
Palabra:uk Frec:13 LogProb:-12.613773023784493
Palabra:ukbmtqb Frec:1 LogProb:-15.421127945842095
Palabra:ukfloods Frec:1 LogProb:-15.421127945842095
Palabra:ukisgen Frec:1 LogProb:-15.421127945842095
Palabra:ukmd Frec:1 LogProb:-15.421127945842095
Palabra:uknews Frec:1 LogProb:-15.421127945842095
Palabra:ukngsk Frec:1 LogProb:-15.421127945842095
Palabra:ukraine Frec:10 LogProb:-12.961696327204796
Palabra:ukrainian Frec:2 LogProb:-14.836165445120939
Palabra:ukvhoo Frec:1 LogProb:-15.421127945842095
Palabra:ul Frec:3 LogProb:-14.421127945842095
Palabra:ulcerated Frec:1 LogProb:-15.421127945842095
Palabra:uljxn Frec:1 LogProb:-15.421127945842095
Palabra:ulqu Frec:1 LogProb:-15.421127945842095
Palabra:ulqxg Frec:1 LogProb:-15.421127945842095
Palabra:ultimate Frec:3 LogProb:-14.421127945842095
Palabra:ultimatum Frec:1 LogProb:-15.421127945842095
Palabra:uluru Frec:1 LogProb:-15.421127945842095
Palabra:ulzzang Frec:1 LogProb:-15.421127945842095
Palabra:um Frec:2 LogProb:-14.836165445120939
Palabra:umm Frec:1 LogProb:-15.421127945842095
Palabra:umqh Frec:1 LogProb:-15.421127945842095
Palabra:un Frec:7 LogProb:-13.421127945842096
Palabra:unable Frec:2 LogProb:-14.836165445120939
Palabra:unaddressed Frec:1 LogProb:-15.421127945842095
Palabra:unaffected Frec:1 LogProb:-15.421127945842095
Palabra:unafly Frec:1 LogProb:-15.421127945842095
Palabra:unauthorized Frec:1 LogProb:-15.421127945842095
Palabra:unavoidable Frec:1 LogProb:-15.421127945842095
Palabra:unaware Frec:1 LogProb:-15.421127945842095
Palabra:unawares Frec:3 LogProb:-14.421127945842095
Palabra:unbelievably Frec:1 LogProb:-15.421127945842095
Palabra:uncommon Frec:1 LogProb:-15.421127945842095
Palabra:unconditional Frec:1 LogProb:-15.421127945842095
Palabra:unconfirmed Frec:4 LogProb:-14.099199850954733
Palabra:uncontrolled Frec:1 LogProb:-15.421127945842095
Palabra:under Frec:58 LogProb:-10.538484896480254
Palabra:undercover Frec:1 LogProb:-15.421127945842095
Palabra:underestimate Frec:1 LogProb:-15.421127945842095
Palabra:undergroundrailraod Frec:2 LogProb:-14.836165445120939
Palabra:underpasses Frec:1 LogProb:-15.421127945842095
Palabra:understand Frec:4 LogProb:-14.099199850954733
Palabra:understanding Frec:2 LogProb:-14.836165445120939
Palabra:underwater Frec:1 LogProb:-15.421127945842095
Palabra:underway Frec:4 LogProb:-14.099199850954733
Palabra:undeserving Frec:1 LogProb:-15.421127945842095
Palabra:undetected Frec:1 LogProb:-15.421127945842095
Palabra:undo Frec:1 LogProb:-15.421127945842095
Palabra:undone Frec:1 LogProb:-15.421127945842095
Palabra:unemployment Frec:1 LogProb:-15.421127945842095
Palabra:unending Frec:1 LogProb:-15.421127945842095
Palabra:unexercised Frec:1 LogProb:-15.421127945842095
Palabra:unfold Frec:1 LogProb:-15.421127945842095
Palabra:unfolded Frec:2 LogProb:-14.836165445120939
Palabra:unfortun Frec:1 LogProb:-15.421127945842095
Palabra:unharmed Frec:1 LogProb:-15.421127945842095
Palabra:unhealed Frec:1 LogProb:-15.421127945842095
Palabra:uni Frec:1 LogProb:-15.421127945842095
Palabra:uniforms Frec:1 LogProb:-15.421127945842095
Palabra:unilever Frec:1 LogProb:-15.421127945842095
Palabra:uninformed Frec:1 LogProb:-15.421127945842095
Palabra:uninvestigated Frec:1 LogProb:-15.421127945842095
Palabra:union Frec:12 LogProb:-12.720688227701002
Palabra:unique Frec:1 LogProb:-15.421127945842095
Palabra:unit Frec:7 LogProb:-13.421127945842096
Palabra:united Frec:10 LogProb:-12.961696327204796
Palabra:unitedstates Frec:2 LogProb:-14.836165445120939
Palabra:units Frec:10 LogProb:-12.961696327204796
Palabra:unity Frec:1 LogProb:-15.421127945842095
Palabra:university Frec:4 LogProb:-14.099199850954733
Palabra:uniyw Frec:1 LogProb:-15.421127945842095
Palabra:unjust Frec:1 LogProb:-15.421127945842095
Palabra:unkn Frec:3 LogProb:-14.421127945842095
Palabra:unknown Frec:3 LogProb:-14.421127945842095
Palabra:unlicensed Frec:1 LogProb:-15.421127945842095
Palabra:unlocked Frec:7 LogProb:-13.421127945842096
Palabra:unlocking Frec:4 LogProb:-14.099199850954733
Palabra:unnecessary Frec:1 LogProb:-15.421127945842095
Palabra:unprecedented Frec:1 LogProb:-15.421127945842095
Palabra:unpredictable Frec:1 LogProb:-15.421127945842095
Palabra:unprepared Frec:1 LogProb:-15.421127945842095
Palabra:unqualified Frec:1 LogProb:-15.421127945842095
Palabra:unr Frec:2 LogProb:-14.836165445120939
Palabra:unreal Frec:2 LogProb:-14.836165445120939
Palabra:unrecognized Frec:1 LogProb:-15.421127945842095
Palabra:unrelenting Frec:2 LogProb:-14.836165445120939
Palabra:unrest Frec:1 LogProb:-15.421127945842095
Palabra:unsafe Frec:3 LogProb:-14.421127945842095
Palabra:unscreened Frec:1 LogProb:-15.421127945842095
Palabra:unsensibly Frec:1 LogProb:-15.421127945842095
Palabra:unstable Frec:3 LogProb:-14.421127945842095
Palabra:unsuccessful Frec:1 LogProb:-15.421127945842095
Palabra:unsurprised Frec:1 LogProb:-15.421127945842095
Palabra:unsurprisingly Frec:1 LogProb:-15.421127945842095
Palabra:unt Frec:1 LogProb:-15.421127945842095
Palabra:until Frec:28 LogProb:-11.563146950714524
Palabra:unto Frec:1 LogProb:-15.421127945842095
Palabra:untrained Frec:1 LogProb:-15.421127945842095
Palabra:unveiled Frec:2 LogProb:-14.836165445120939
Palabra:unxhu Frec:1 LogProb:-15.421127945842095
Palabra:uoi Frec:1 LogProb:-15.421127945842095
Palabra:uora Frec:1 LogProb:-15.421127945842095
Palabra:uow Frec:1 LogProb:-15.421127945842095
Palabra:up Frec:183 LogProb:-8.897565989785083
Palabra:upcoming Frec:1 LogProb:-15.421127945842095
Palabra:update Frec:38 LogProb:-11.135725726979848
Palabra:updated Frec:5 LogProb:-13.836165445120939
Palabra:updates Frec:9 LogProb:-13.099199850954733
Palabra:upgrade Frec:1 LogProb:-15.421127945842095
Palabra:upgraded Frec:1 LogProb:-15.421127945842095
Palabra:upgrades Frec:1 LogProb:-15.421127945842095
Palabra:upgrading Frec:2 LogProb:-14.836165445120939
Palabra:upheaval Frec:6 LogProb:-13.61377302378449
Palabra:uphill Frec:1 LogProb:-15.421127945842095
Palabra:upon Frec:5 LogProb:-13.836165445120939
Palabra:upper Frec:2 LogProb:-14.836165445120939
Palabra:uprootin Frec:1 LogProb:-15.421127945842095
Palabra:uprooting Frec:1 LogProb:-15.421127945842095
Palabra:upset Frec:6 LogProb:-13.61377302378449
Palabra:uptick Frec:1 LogProb:-15.421127945842095
Palabra:uptown Frec:1 LogProb:-15.421127945842095
Palabra:upward Frec:1 LogProb:-15.421127945842095
Palabra:uq Frec:1 LogProb:-15.421127945842095
Palabra:uqgcu Frec:1 LogProb:-15.421127945842095
Palabra:uqji Frec:1 LogProb:-15.421127945842095
Palabra:uqkop Frec:1 LogProb:-15.421127945842095
Palabra:ur Frec:8 LogProb:-13.251202944399783
Palabra:uranium Frec:2 LogProb:-14.836165445120939
Palabra:urban Frec:1 LogProb:-15.421127945842095
Palabra:urged Frec:2 LogProb:-14.836165445120939
Palabra:urgent Frec:5 LogProb:-13.836165445120939
Palabra:urgentthere Frec:2 LogProb:-14.836165445120939
Palabra:urges Frec:1 LogProb:-15.421127945842095
Palabra:uri Frec:1 LogProb:-15.421127945842095
Palabra:urogyn Frec:1 LogProb:-15.421127945842095
Palabra:ursula Frec:1 LogProb:-15.421127945842095
Palabra:urxg Frec:1 LogProb:-15.421127945842095
Palabra:us Frec:73 LogProb:-10.211674580213145
Palabra:usa Frec:11 LogProb:-12.836165445120939
Palabra:usage Frec:2 LogProb:-14.836165445120939
Palabra:usama Frec:1 LogProb:-15.421127945842095
Palabra:usatoday Frec:2 LogProb:-14.836165445120939
Palabra:use Frec:28 LogProb:-11.563146950714524
Palabra:used Frec:18 LogProb:-12.17320043239851
Palabra:user Frec:1 LogProb:-15.421127945842095
Palabra:users Frec:6 LogProb:-13.61377302378449
Palabra:uses Frec:1 LogProb:-15.421127945842095
Palabra:usgs Frec:12 LogProb:-12.720688227701002
Palabra:ushed Frec:2 LogProb:-14.836165445120939
Palabra:using Frec:11 LogProb:-12.836165445120939
Palabra:usk Frec:1 LogProb:-15.421127945842095
Palabra:usnwsgov Frec:3 LogProb:-14.421127945842095
Palabra:uspl Frec:1 LogProb:-15.421127945842095
Palabra:ust Frec:1 LogProb:-15.421127945842095
Palabra:usual Frec:3 LogProb:-14.421127945842095
Palabra:usually Frec:4 LogProb:-14.099199850954733
Palabra:uswarcrimes Frec:1 LogProb:-15.421127945842095
Palabra:usyl Frec:1 LogProb:-15.421127945842095
Palabra:ut Frec:4 LogProb:-14.099199850954733
Palabra:utc Frec:27 LogProb:-11.613773023784493
Palabra:utfire Frec:1 LogProb:-15.421127945842095
Palabra:utility Frec:1 LogProb:-15.421127945842095
Palabra:utilized Frec:1 LogProb:-15.421127945842095
Palabra:utldif Frec:1 LogProb:-15.421127945842095
Palabra:utopian Frec:1 LogProb:-15.421127945842095
Palabra:utpmm Frec:1 LogProb:-15.421127945842095
Palabra:uttarakhand Frec:1 LogProb:-15.421127945842095
Palabra:utter Frec:3 LogProb:-14.421127945842095
Palabra:utterly Frec:2 LogProb:-14.836165445120939
Palabra:uupqgwy Frec:1 LogProb:-15.421127945842095
Palabra:uus Frec:1 LogProb:-15.421127945842095
Palabra:uusnpsq Frec:1 LogProb:-15.421127945842095
Palabra:uv Frec:2 LogProb:-14.836165445120939
Palabra:uve Frec:1 LogProb:-15.421127945842095
Palabra:uvhry Frec:1 LogProb:-15.421127945842095
Palabra:uw Frec:2 LogProb:-14.836165445120939
Palabra:uway Frec:1 LogProb:-15.421127945842095
Palabra:uwijn Frec:1 LogProb:-15.421127945842095
Palabra:ux Frec:3 LogProb:-14.421127945842095
Palabra:uxey Frec:1 LogProb:-15.421127945842095
Palabra:uxjaq Frec:1 LogProb:-15.421127945842095
Palabra:uxm Frec:1 LogProb:-15.421127945842095
Palabra:uxtvgg Frec:1 LogProb:-15.421127945842095
Palabra:uxv Frec:1 LogProb:-15.421127945842095
Palabra:uyamdu Frec:1 LogProb:-15.421127945842095
Palabra:uyze Frec:1 LogProb:-15.421127945842095
Palabra:uziiq Frec:1 LogProb:-15.421127945842095
Palabra:uzuy Frec:1 LogProb:-15.421127945842095
Palabra:v Frec:35 LogProb:-11.251202944399783
Palabra:va Frec:8 LogProb:-13.251202944399783
Palabra:vacant Frec:1 LogProb:-15.421127945842095
Palabra:vacation Frec:3 LogProb:-14.421127945842095
Palabra:vaccine Frec:1 LogProb:-15.421127945842095
Palabra:vais Frec:1 LogProb:-15.421127945842095
Palabra:vaklr Frec:1 LogProb:-15.421127945842095
Palabra:val Frec:3 LogProb:-14.421127945842095
Palabra:valentine Frec:1 LogProb:-15.421127945842095
Palabra:valle Frec:1 LogProb:-15.421127945842095
Palabra:valley Frec:6 LogProb:-13.61377302378449
Palabra:valleywx Frec:2 LogProb:-14.836165445120939
Palabra:value Frec:2 LogProb:-14.836165445120939
Palabra:values Frec:1 LogProb:-15.421127945842095
Palabra:van Frec:6 LogProb:-13.61377302378449
Palabra:vancouver Frec:2 LogProb:-14.836165445120939
Palabra:vandalized Frec:2 LogProb:-14.836165445120939
Palabra:vandalzing Frec:1 LogProb:-15.421127945842095
Palabra:vanilla Frec:1 LogProb:-15.421127945842095
Palabra:vanished Frec:1 LogProb:-15.421127945842095
Palabra:vanishing Frec:1 LogProb:-15.421127945842095
Palabra:vanpoli Frec:1 LogProb:-15.421127945842095
Palabra:vantage Frec:1 LogProb:-15.421127945842095
Palabra:vanuatu Frec:1 LogProb:-15.421127945842095
Palabra:vaqpz Frec:1 LogProb:-15.421127945842095
Palabra:variety Frec:1 LogProb:-15.421127945842095
Palabra:various Frec:1 LogProb:-15.421127945842095
Palabra:vashon Frec:2 LogProb:-14.836165445120939
Palabra:vaxehew Frec:1 LogProb:-15.421127945842095
Palabra:vaxshill Frec:1 LogProb:-15.421127945842095
Palabra:vb Frec:1 LogProb:-15.421127945842095
Palabra:vbtc Frec:1 LogProb:-15.421127945842095
Palabra:vc Frec:2 LogProb:-14.836165445120939
Palabra:vcf Frec:1 LogProb:-15.421127945842095
Palabra:vcfs Frec:1 LogProb:-15.421127945842095
Palabra:vci Frec:1 LogProb:-15.421127945842095
Palabra:vcjatfjx Frec:1 LogProb:-15.421127945842095
Palabra:vcqk Frec:1 LogProb:-15.421127945842095
Palabra:vcrrx Frec:1 LogProb:-15.421127945842095
Palabra:vcvjsh Frec:1 LogProb:-15.421127945842095
Palabra:vczqvwk Frec:1 LogProb:-15.421127945842095
Palabra:vd Frec:2 LogProb:-14.836165445120939
Palabra:vdbv Frec:1 LogProb:-15.421127945842095
Palabra:vdfy Frec:1 LogProb:-15.421127945842095
Palabra:vdgiyowf Frec:1 LogProb:-15.421127945842095
Palabra:vdog Frec:1 LogProb:-15.421127945842095
Palabra:ve Frec:32 LogProb:-11.37673382648364
Palabra:vegas Frec:2 LogProb:-14.836165445120939
Palabra:vegetable Frec:2 LogProb:-14.836165445120939
Palabra:vegetables Frec:1 LogProb:-15.421127945842095
Palabra:vegetarian Frec:2 LogProb:-14.836165445120939
Palabra:veggies Frec:1 LogProb:-15.421127945842095
Palabra:vehicle Frec:16 LogProb:-12.333665104591756
Palabra:vehicles Frec:6 LogProb:-13.61377302378449
Palabra:vendor Frec:1 LogProb:-15.421127945842095
